Date,spotPrice,year,spotPriceRolling,AveragePerYear,Year
2018-06-16 10:00:00,474.11,2018,436.3416220238095,,2018
2018-06-16 11:00:00,470.25,2018,436.49626488095237,,2018
2018-06-16 12:00:00,461.8,2018,436.6545982142857,,2018
2018-06-16 13:00:00,456.41,2018,436.81456845238097,,2018
2018-06-16 14:00:00,452.75,2018,436.9882738095238,,2018
2018-06-16 15:00:00,452.34,2018,437.16718749999995,,2018
2018-06-16 16:00:00,454.89,2018,437.3494345238095,,2018
2018-06-16 17:00:00,463.13,2018,437.50422619047623,,2018
2018-06-16 18:00:00,468.11,2018,437.6270089285714,,2018
2018-06-16 19:00:00,476.04,2018,437.7717113095238,,2018
2018-06-16 20:00:00,468.72,2018,437.92069940476193,,2018
2018-06-16 21:00:00,464.45,2018,438.06072916666665,,2018
2018-06-16 22:00:00,468.92,2018,438.21154761904756,,2018
2018-06-16 23:00:00,450.0,2018,438.3949553571428,,2018
2018-06-17 00:00:00,448.95,2018,438.5679910714286,,2018
2018-06-17 01:00:00,430.73,2018,438.7870089285714,,2018
2018-06-17 02:00:00,413.64,2018,439.05687500000005,,2018
2018-06-17 03:00:00,409.55,2018,439.3220238095238,,2018
2018-06-17 04:00:00,405.25,2018,439.6508333333333,,2018
2018-06-17 05:00:00,405.66,2018,439.9947172619048,,2018
2018-06-17 06:00:00,414.97,2018,440.2665625,,2018
2018-06-17 07:00:00,424.49,2018,440.4785714285714,,2018
2018-06-17 08:00:00,446.49,2018,440.6610416666666,,2018
2018-06-17 09:00:00,458.16,2018,440.84793154761905,,2018
2018-06-17 10:00:00,464.81,2018,441.0380208333333,,2018
2018-06-17 11:00:00,467.68,2018,441.2419791666666,,2018
2018-06-17 12:00:00,465.12,2018,441.46648809523805,,2018
2018-06-17 13:00:00,459.28,2018,441.74351190476193,,2018
2018-06-17 14:00:00,452.73,2018,442.0686607142857,,2018
2018-06-17 15:00:00,450.69,2018,442.44604166666664,,2018
2018-06-17 16:00:00,450.89,2018,442.8007291666667,,2018
2018-06-17 17:00:00,452.94,2018,443.08035714285717,,2018
2018-06-17 18:00:00,452.02,2018,443.30135416666667,,2018
2018-06-17 19:00:00,460.82,2018,443.561800595238,,2018
2018-06-17 20:00:00,466.86,2018,443.87233630952375,,2018
2018-06-17 21:00:00,469.21,2018,444.17769345238094,,2018
2018-06-17 22:00:00,468.8,2018,444.5465476190476,,2018
2018-06-17 23:00:00,454.37,2018,444.99016369047615,,2018
2018-06-18 00:00:00,444.75,2018,445.59245535714285,,2018
2018-06-18 01:00:00,414.46,2018,446.16291666666666,,2018
2018-06-18 02:00:00,399.21,2018,446.711755952381,,2018
2018-06-18 03:00:00,385.7,2018,447.2385119047619,,2018
2018-06-18 04:00:00,376.8,2018,447.7508035714286,,2018
2018-06-18 05:00:00,418.04,2018,448.07747023809526,,2018
2018-06-18 06:00:00,457.24,2018,448.25629464285714,,2018
2018-06-18 07:00:00,476.37,2018,448.4203422619047,,2018
2018-06-18 08:00:00,483.54,2018,448.6049553571429,,2018
2018-06-18 09:00:00,480.06,2018,448.7687053571429,,2018
2018-06-18 10:00:00,470.64,2018,448.8896577380952,,2018
2018-06-18 11:00:00,466.55,2018,449.0039136904762,,2018
2018-06-18 12:00:00,460.31,2018,449.12563988095246,,2018
2018-06-18 13:00:00,460.72,2018,449.26623511904756,,2018
2018-06-18 14:00:00,458.87,2018,449.4101785714286,,2018
2018-06-18 15:00:00,460.31,2018,449.56174107142857,,2018
2018-06-18 16:00:00,456.21,2018,449.7241071428572,,2018
2018-06-18 17:00:00,466.04,2018,449.8950148809524,,2018
2018-06-18 18:00:00,472.18,2018,450.07063988095234,,2018
2018-06-18 19:00:00,469.31,2018,450.23742559523805,,2018
2018-06-18 20:00:00,463.58,2018,450.41334821428575,,2018
2018-06-18 21:00:00,459.49,2018,450.58760416666667,,2018
2018-06-18 22:00:00,452.33,2018,450.7524255952381,,2018
2018-06-18 23:00:00,425.62,2018,450.9658184523809,,2018
2018-06-19 00:00:00,406.32,2018,451.0819642857143,,2018
2018-06-19 01:00:00,379.27,2018,451.1854166666667,,2018
2018-06-19 02:00:00,348.73,2018,451.24677083333336,,2018
2018-06-19 03:00:00,274.84,2018,451.216755952381,,2018
2018-06-19 04:00:00,276.48,2018,451.14775297619053,,2018
2018-06-19 05:00:00,358.87,2018,451.14669642857143,,2018
2018-06-19 06:00:00,427.74,2018,451.171369047619,,2018
2018-06-19 07:00:00,455.82,2018,451.2268601190476,,2018
2018-06-19 08:00:00,456.94,2018,451.274880952381,,2018
2018-06-19 09:00:00,454.79,2018,451.32153273809524,,2018
2018-06-19 10:00:00,452.95,2018,451.3666666666667,,2018
2018-06-19 11:00:00,450.49,2018,451.4092113095238,,2018
2018-06-19 12:00:00,449.57,2018,451.453125,,2018
2018-06-19 13:00:00,448.64,2018,451.4950446428571,,2018
2018-06-19 14:00:00,446.8,2018,451.5363541666667,,2018
2018-06-19 15:00:00,442.19,2018,451.5805505952381,,2018
2018-06-19 16:00:00,436.55,2018,451.62534226190473,,2018
2018-06-19 17:00:00,444.03,2018,451.67608630952384,,2018
2018-06-19 18:00:00,450.59,2018,451.7239583333333,,2018
2018-06-19 19:00:00,455.92,2018,451.785699404762,,2018
2018-06-19 20:00:00,448.95,2018,451.85092261904765,,2018
2018-06-19 21:00:00,443.11,2018,451.90897321428577,,2018
2018-06-19 22:00:00,441.27,2018,451.96520833333335,,2018
2018-06-19 23:00:00,421.08,2018,452.0430208333333,,2018
2018-06-20 00:00:00,423.39,2018,452.0964583333333,,2018
2018-06-20 01:00:00,396.15,2018,452.1320238095238,,2018
2018-06-20 02:00:00,392.75,2018,452.16831845238096,,2018
2018-06-20 03:00:00,392.33,2018,452.2269494047619,,2018
2018-06-20 04:00:00,382.94,2018,452.2608035714286,,2018
2018-06-20 05:00:00,422.35,2018,452.3158928571428,,2018
2018-06-20 06:00:00,457.84,2018,452.3795386904762,,2018
2018-06-20 07:00:00,467.75,2018,452.45123511904757,,2018
2018-06-20 08:00:00,471.25,2018,452.52144345238094,,2018
2018-06-20 09:00:00,471.87,2018,452.5931845238095,,2018
2018-06-20 10:00:00,470.43,2018,452.6615625,,2018
2018-06-20 11:00:00,463.93,2018,452.72102678571423,,2018
2018-06-20 12:00:00,457.43,2018,452.77279761904754,,2018
2018-06-20 13:00:00,450.62,2018,452.81458333333336,,2018
2018-06-20 14:00:00,447.42,2018,452.8558779761905,,2018
2018-06-20 15:00:00,434.84,2018,452.8874255952381,,2018
2018-06-20 16:00:00,432.77,2018,452.91863095238097,,2018
2018-06-20 17:00:00,444.84,2018,452.96550595238097,,2018
2018-06-20 18:00:00,451.45,2018,453.0018452380952,,2018
2018-06-20 19:00:00,449.38,2018,453.03677083333326,,2018
2018-06-20 20:00:00,444.22,2018,453.07147321428573,,2018
2018-06-20 21:00:00,439.99,2018,453.1039880952381,,2018
2018-06-20 22:00:00,436.59,2018,453.144375,,2018
2018-06-20 23:00:00,428.75,2018,453.24441964285717,,2018
2018-06-21 00:00:00,398.66,2018,453.27135416666664,,2018
2018-06-21 01:00:00,390.55,2018,453.3301488095238,,2018
2018-06-21 02:00:00,360.12,2018,453.3608035714285,,2018
2018-06-21 03:00:00,381.19,2018,453.4414732142857,,2018
2018-06-21 04:00:00,359.82,2018,453.4819345238095,,2018
2018-06-21 05:00:00,404.63,2018,453.5263244047619,,2018
2018-06-21 06:00:00,446.45,2018,453.57141369047616,,2018
2018-06-21 07:00:00,476.05,2018,453.62901785714286,,2018
2018-06-21 08:00:00,493.22,2018,453.6757440476191,,2018
2018-06-21 09:00:00,465.16,2018,453.6378571428572,,2018
2018-06-21 10:00:00,456.73,2018,453.64436011904763,,2018
2018-06-21 11:00:00,453.96,2018,453.64827380952386,,2018
2018-06-21 12:00:00,449.74,2018,453.6474404761905,,2018
2018-06-21 13:00:00,445.94,2018,453.6473809523809,,2018
2018-06-21 14:00:00,442.45,2018,453.64733630952384,,2018
2018-06-21 15:00:00,437.82,2018,453.657693452381,,2018
2018-06-21 16:00:00,430.83,2018,453.66147321428565,,2018
2018-06-21 17:00:00,430.63,2018,453.6640327380952,,2018
2018-06-21 18:00:00,430.22,2018,453.6508333333333,,2018
2018-06-21 19:00:00,431.24,2018,453.6194047619048,,2018
2018-06-21 20:00:00,429.81,2018,453.58952380952377,,2018
2018-06-21 21:00:00,414.9,2018,453.5645535714286,,2018
2018-06-21 22:00:00,398.66,2018,453.54770833333333,,2018
2018-06-21 23:00:00,226.31,2018,453.34602678571423,,2018
2018-06-22 00:00:00,163.44,2018,453.0411755952381,,2018
2018-06-22 01:00:00,156.74,2018,452.75377976190475,,2018
2018-06-22 02:00:00,134.89,2018,452.4456101190476,,2018
2018-06-22 03:00:00,46.99,2018,452.02659226190474,,2018
2018-06-22 04:00:00,44.72,2018,451.5901785714286,,2018
2018-06-22 05:00:00,106.97,2018,451.1788988095238,,2018
2018-06-22 06:00:00,333.37,2018,451.03733630952377,,2018
2018-06-22 07:00:00,423.64,2018,450.9459970238096,,2018
2018-06-22 08:00:00,437.86,2018,450.86607142857144,,2018
2018-06-22 09:00:00,440.23,2018,450.79058035714286,,2018
2018-06-22 10:00:00,437.34,2018,450.71901785714283,,2018
2018-06-22 11:00:00,417.97,2018,450.65824404761906,,2018
2018-06-22 12:00:00,398.8,2018,450.59363095238103,,2018
2018-06-22 13:00:00,367.89,2018,450.4851488095238,,2018
2018-06-22 14:00:00,342.54,2018,450.35921130952386,,2018
2018-06-22 15:00:00,361.5,2018,450.28053571428575,,2018
2018-06-22 16:00:00,344.91,2018,450.1767113095238,,2018
2018-06-22 17:00:00,382.11,2018,450.1136160714286,,2018
2018-06-22 18:00:00,418.49,2018,450.0938392857143,,2018
2018-06-22 19:00:00,414.78,2018,450.0732738095238,,2018
2018-06-22 20:00:00,376.34,2018,450.00952380952384,,2018
2018-06-22 21:00:00,368.4,2018,449.93577380952377,,2018
2018-06-22 22:00:00,370.67,2018,449.8731845238096,,2018
2018-06-22 23:00:00,342.85,2018,449.7905208333333,,2018
2018-06-23 00:00:00,247.82,2018,449.5499702380953,,2018
2018-06-23 01:00:00,189.88,2018,449.2456696428572,,2018
2018-06-23 02:00:00,185.45,2018,448.9751488095239,,2018
2018-06-23 03:00:00,159.27,2018,448.6813095238095,,2018
2018-06-23 04:00:00,113.91,2018,448.33059523809527,,2018
2018-06-23 05:00:00,134.11,2018,448.01691964285715,,2018
2018-06-23 06:00:00,175.66,2018,447.71165178571425,,2018
2018-06-23 07:00:00,371.62,2018,447.66322916666667,,2018
2018-06-23 08:00:00,413.89,2018,447.6471875,,2018
2018-06-23 09:00:00,433.27,2018,447.6624107142857,,2018
2018-06-23 10:00:00,441.51,2018,447.70296130952386,,2018
2018-06-23 11:00:00,439.55,2018,447.74924107142857,,2018
2018-06-23 12:00:00,434.92,2018,447.80336309523807,,2018
2018-06-23 13:00:00,432.44,2018,447.87034226190474,,2018
2018-06-23 14:00:00,426.05,2018,447.9411607142857,,2018
2018-06-23 15:00:00,422.75,2018,448.01162202380954,,2018
2018-06-23 16:00:00,416.36,2018,448.07046130952386,,2018
2018-06-23 17:00:00,430.48,2018,448.11781249999996,,2018
2018-06-23 18:00:00,432.44,2018,448.128005952381,,2018
2018-06-23 19:00:00,438.32,2018,448.1383035714286,,2018
2018-06-23 20:00:00,439.86,2018,448.15194940476187,,2018
2018-06-23 21:00:00,439.14,2018,448.1680208333334,,2018
2018-06-23 22:00:00,435.64,2018,448.18145833333335,,2018
2018-06-23 23:00:00,406.57,2018,448.19263392857147,,2018
2018-06-24 00:00:00,410.3,2018,448.2133035714286,,2018
2018-06-24 01:00:00,393.23,2018,448.24686011904765,,2018
2018-06-24 02:00:00,378.75,2018,448.2935119047619,,2018
2018-06-24 03:00:00,370.16,2018,448.34197916666665,,2018
2018-06-24 04:00:00,366.75,2018,448.39236607142857,,2018
2018-06-24 05:00:00,368.2,2018,448.45386904761904,,2018
2018-06-24 06:00:00,404.92,2018,448.53339285714287,,2018
2018-06-24 07:00:00,421.27,2018,448.60534226190475,,2018
2018-06-24 08:00:00,445.68,2018,448.69613095238094,,2018
2018-06-24 09:00:00,448.27,2018,448.77269345238096,,2018
2018-06-24 10:00:00,454.79,2018,448.8530357142857,,2018
2018-06-24 11:00:00,458.82,2018,448.9434821428571,,2018
2018-06-24 12:00:00,458.1,2018,449.03922619047626,,2018
2018-06-24 13:00:00,456.65,2018,449.1422470238095,,2018
2018-06-24 14:00:00,457.68,2018,449.2574255952381,,2018
2018-06-24 15:00:00,454.17,2018,449.36145833333336,,2018
2018-06-24 16:00:00,454.27,2018,449.461994047619,,2018
2018-06-24 17:00:00,455.82,2018,449.54903273809526,,2018
2018-06-24 18:00:00,458.51,2018,449.60315476190476,,2018
2018-06-24 19:00:00,465.03,2018,449.652380952381,,2018
2018-06-24 20:00:00,464.62,2018,449.70388392857143,,2018
2018-06-24 21:00:00,471.34,2018,449.76736607142857,,2018
2018-06-24 22:00:00,470.93,2018,449.84102678571423,,2018
2018-06-24 23:00:00,447.86,2018,449.93476190476196,,2018
2018-06-25 00:00:00,440.3,2018,450.0263690476191,,2018
2018-06-25 01:00:00,423.86,2018,450.145625,,2018
2018-06-25 02:00:00,410.51,2018,450.3179613095238,,2018
2018-06-25 03:00:00,406.79,2018,450.494181547619,,2018
2018-06-25 04:00:00,382.58,2018,450.6196279761905,,2018
2018-06-25 05:00:00,445.27,2018,450.71315476190483,,2018
2018-06-25 06:00:00,479.2,2018,450.77223214285715,,2018
2018-06-25 07:00:00,476.51,2018,450.7323363095238,,2018
2018-06-25 08:00:00,485.72,2018,450.67605654761905,,2018
2018-06-25 09:00:00,487.48,2018,450.6278571428571,,2018
2018-06-25 10:00:00,488.62,2018,450.59625,,2018
2018-06-25 11:00:00,487.89,2018,450.58831845238103,,2018
2018-06-25 12:00:00,487.48,2018,450.6112351190476,,2018
2018-06-25 13:00:00,487.58,2018,450.6224553571428,,2018
2018-06-25 14:00:00,483.34,2018,450.61931547619054,,2018
2018-06-25 15:00:00,479.41,2018,450.59102678571423,,2018
2018-06-25 16:00:00,470.62,2018,450.53233630952377,,2018
2018-06-25 17:00:00,480.96,2018,450.45772321428575,,2018
2018-06-25 18:00:00,485.2,2018,450.39778273809526,,2018
2018-06-25 19:00:00,482.93,2018,450.30589285714285,,2018
2018-06-25 20:00:00,476.62,2018,450.2738988095238,,2018
2018-06-25 21:00:00,473.51,2018,450.28940476190485,,2018
2018-06-25 22:00:00,471.65,2018,450.3384523809524,,2018
2018-06-25 23:00:00,455.1,2018,450.4266964285715,,2018
2018-06-26 00:00:00,457.16,2018,450.5562202380953,,2018
2018-06-26 01:00:00,438.19,2018,450.68919642857145,,2018
2018-06-26 02:00:00,428.03,2018,450.78497023809524,,2018
2018-06-26 03:00:00,430.93,2018,450.88979166666667,,2018
2018-06-26 04:00:00,426.68,2018,451.0176785714286,,2018
2018-06-26 05:00:00,449.39,2018,451.0992410714286,,2018
2018-06-26 06:00:00,491.28,2018,451.17703869047625,,2018
2018-06-26 07:00:00,497.6,2018,451.1215178571428,,2018
2018-06-26 08:00:00,504.76,2018,450.9651636904761,,2018
2018-06-26 09:00:00,507.04,2018,450.91090773809526,,2018
2018-06-26 10:00:00,507.66,2018,450.8505654761905,,2018
2018-06-26 11:00:00,509.22,2018,450.8926041666666,,2018
2018-06-26 12:00:00,517.93,2018,450.9843154761905,,2018
2018-06-26 13:00:00,519.48,2018,451.0877827380952,,2018
2018-06-26 14:00:00,517.82,2018,451.2003571428572,,2018
2018-06-26 15:00:00,505.9,2018,451.3032589285714,,2018
2018-06-26 16:00:00,487.13,2018,451.38355654761904,,2018
2018-06-26 17:00:00,495.53,2018,451.45625000000007,,2018
2018-06-26 18:00:00,496.77,2018,451.5080952380952,,2018
2018-06-26 19:00:00,493.25,2018,451.5399255952381,,2018
2018-06-26 20:00:00,487.75,2018,451.59556547619053,,2018
2018-06-26 21:00:00,485.16,2018,451.6572470238095,,2018
2018-06-26 22:00:00,482.26,2018,451.72680059523816,,2018
2018-06-26 23:00:00,460.59,2018,451.8308184523809,,2018
2018-06-27 00:00:00,454.74,2018,451.92086309523813,,2018
2018-06-27 01:00:00,433.85,2018,452.00921130952383,,2018
2018-06-27 02:00:00,430.54,2018,452.1113988095238,,2018
2018-06-27 03:00:00,429.09,2018,452.23605654761906,,2018
2018-06-27 04:00:00,417.19,2018,452.3342261904762,,2018
2018-06-27 05:00:00,453.3,2018,452.40782738095237,,2018
2018-06-27 06:00:00,489.19,2018,452.45483630952384,,2018
2018-06-27 07:00:00,491.78,2018,452.3875297619047,,2018
2018-06-27 08:00:00,500.26,2018,452.25668154761905,,2018
2018-06-27 09:00:00,502.02,2018,452.18599702380953,,2018
2018-06-27 10:00:00,502.95,2018,452.16654761904766,,2018
2018-06-27 11:00:00,500.16,2018,452.1727976190476,,2018
2018-06-27 12:00:00,501.4,2018,452.228125,,2018
2018-06-27 13:00:00,503.36,2018,452.28622023809527,,2018
2018-06-27 14:00:00,503.78,2018,452.3475446428572,,2018
2018-06-27 15:00:00,498.09,2018,452.39671130952377,,2018
2018-06-27 16:00:00,491.88,2018,452.4277232142857,,2018
2018-06-27 17:00:00,498.09,2018,452.41919642857147,,2018
2018-06-27 18:00:00,507.4,2018,452.3152827380952,,2018
2018-06-27 19:00:00,504.71,2018,452.17075892857144,,2018
2018-06-27 20:00:00,495.4,2018,452.09376488095234,,2018
2018-06-27 21:00:00,497.98,2018,452.07354166666676,,2018
2018-06-27 22:00:00,493.43,2018,452.1142410714286,,2018
2018-06-27 23:00:00,469.02,2018,452.15938988095246,,2018
2018-06-28 00:00:00,463.45,2018,452.2058928571428,,2018
2018-06-28 01:00:00,432.03,2018,452.24175595238097,,2018
2018-06-28 02:00:00,431.62,2018,452.29247023809523,,2018
2018-06-28 03:00:00,425.4,2018,452.34157738095246,,2018
2018-06-28 04:00:00,414.72,2018,452.3784672619048,,2018
2018-06-28 05:00:00,456.3,2018,452.45580357142853,,2018
2018-06-28 06:00:00,488.64,2018,452.5302976190476,,2018
2018-06-28 07:00:00,509.17,2018,452.5606547619048,,2018
2018-06-28 08:00:00,524.62,2018,452.58721726190475,,2018
2018-06-28 09:00:00,529.6,2018,452.67415178571434,,2018
2018-06-28 10:00:00,520.99,2018,452.7505654761905,,2018
2018-06-28 11:00:00,515.81,2018,452.82248511904766,,2018
2018-06-28 12:00:00,511.56,2018,452.8986458333334,,2018
2018-06-28 13:00:00,510.21,2018,452.97187500000007,,2018
2018-06-28 14:00:00,503.06,2018,453.0343154761905,,2018
2018-06-28 15:00:00,493.41,2018,453.0932589285714,,2018
2018-06-28 16:00:00,483.98,2018,453.14352678571424,,2018
2018-06-28 17:00:00,491.24,2018,453.19373511904763,,2018
2018-06-28 18:00:00,492.89,2018,453.20276785714276,,2018
2018-06-28 19:00:00,496.21,2018,453.181994047619,,2018
2018-06-28 20:00:00,486.05,2018,453.15927083333327,,2018
2018-06-28 21:00:00,474.65,2018,453.16519345238095,,2018
2018-06-28 22:00:00,473.92,2018,453.1951339285714,,2018
2018-06-28 23:00:00,429.86,2018,453.20297619047614,,2018
2018-06-29 00:00:00,405.85,2018,453.1752529761905,,2018
2018-06-29 01:00:00,394.3,2018,453.1676339285715,,2018
2018-06-29 02:00:00,374.84,2018,453.13212797619053,,2018
2018-06-29 03:00:00,353.61,2018,453.0706845238095,,2018
2018-06-29 04:00:00,353.4,2018,453.0156547619047,,2018
2018-06-29 05:00:00,397.01,2018,452.9770684523809,,2018
2018-06-29 06:00:00,469.85,2018,452.9629761904763,,2018
2018-06-29 07:00:00,497.95,2018,452.9810714285714,,2018
2018-06-29 08:00:00,510.65,2018,452.9512648809524,,2018
2018-06-29 09:00:00,515.95,2018,452.9042857142857,,2018
2018-06-29 10:00:00,514.6,2018,452.81464285714287,,2018
2018-06-29 11:00:00,510.86,2018,452.74617559523807,,2018
2018-06-29 12:00:00,501.7,2018,452.7285863095238,,2018
2018-06-29 13:00:00,496.81,2018,452.7353422619047,,2018
2018-06-29 14:00:00,489.94,2018,452.7494642857143,,2018
2018-06-29 15:00:00,483.17,2018,452.7580952380952,,2018
2018-06-29 16:00:00,480.47,2018,452.77721726190475,,2018
2018-06-29 17:00:00,480.57,2018,452.792068452381,,2018
2018-06-29 18:00:00,496.6,2018,452.81624999999997,,2018
2018-06-29 19:00:00,506.9,2018,452.85239583333333,,2018
2018-06-29 20:00:00,505.76,2018,452.9013690476191,,2018
2018-06-29 21:00:00,502.22,2018,452.95056547619043,,2018
2018-06-29 22:00:00,488.9,2018,452.984375,,2018
2018-06-29 23:00:00,450.39,2018,452.9828869047619,,2018
2018-06-30 00:00:00,470.11,2018,453.037261904762,,2018
2018-06-30 01:00:00,449.33,2018,453.08733630952383,,2018
2018-06-30 02:00:00,451.21,2018,453.15979166666665,,2018
2018-06-30 03:00:00,419.69,2018,453.19514880952386,,2018
2018-06-30 04:00:00,424.28,2018,453.23733630952387,,2018
2018-06-30 05:00:00,450.59,2018,453.31438988095243,,2018
2018-06-30 06:00:00,467.39,2018,453.39087797619044,,2018
2018-06-30 07:00:00,480.44,2018,453.4604613095238,,2018
2018-06-30 08:00:00,497.87,2018,453.5281398809523,,2018
2018-06-30 09:00:00,497.03,2018,453.5682440476191,,2018
2018-06-30 10:00:00,503.3,2018,453.6251785714286,,2018
2018-06-30 11:00:00,500.17,2018,453.6798958333334,,2018
2018-06-30 12:00:00,495.78,2018,453.74430059523814,,2018
2018-06-30 13:00:00,483.67,2018,453.79221726190474,,2018
2018-06-30 14:00:00,478.25,2018,453.8331398809524,,2018
2018-06-30 15:00:00,474.28,2018,453.8785714285714,,2018
2018-06-30 16:00:00,474.07,2018,453.9310267857142,,2018
2018-06-30 17:00:00,483.99,2018,453.98662202380956,,2018
2018-06-30 18:00:00,497.03,2018,454.02794642857145,,2018
2018-06-30 19:00:00,506.64,2018,454.07346726190474,,2018
2018-06-30 20:00:00,502.67,2018,454.1172172619048,,2018
2018-06-30 21:00:00,495.89,2018,454.1516369047619,,2018
2018-06-30 22:00:00,494.53,2018,454.1855654761905,,2018
2018-06-30 23:00:00,474.38,2018,454.2446130952381,,2018
2018-07-01 00:00:00,482.48,2018,454.2987351190476,,2018
2018-07-01 01:00:00,465.83,2018,454.355625,,2018
2018-07-01 02:00:00,451.49,2018,454.41489583333333,,2018
2018-07-01 03:00:00,443.53,2018,454.4731845238096,,2018
2018-07-01 04:00:00,440.39,2018,454.54056547619047,,2018
2018-07-01 05:00:00,443.22,2018,454.5996130952381,,2018
2018-07-01 06:00:00,462.38,2018,454.6729464285715,,2018
2018-07-01 07:00:00,471.38,2018,454.7411607142857,,2018
2018-07-01 08:00:00,475.57,2018,454.7897470238096,,2018
2018-07-01 09:00:00,477.14,2018,454.8331696428572,,2018
2018-07-01 10:00:00,481.33,2018,454.87578869047616,,2018
2018-07-01 11:00:00,481.96,2018,454.9214880952381,,2018
2018-07-01 12:00:00,481.85,2018,454.96702380952377,,2018
2018-07-01 13:00:00,479.76,2018,455.0160267857143,,2018
2018-07-01 14:00:00,477.56,2018,455.0899107142857,,2018
2018-07-01 15:00:00,481.64,2018,455.1798214285715,,2018
2018-07-01 16:00:00,480.81,2018,455.2631398809524,,2018
2018-07-01 17:00:00,484.26,2018,455.33230654761905,,2018
2018-07-01 18:00:00,489.91,2018,455.39473214285715,,2018
2018-07-01 19:00:00,506.46,2018,455.46755952380954,,2018
2018-07-01 20:00:00,512.11,2018,455.53977678571425,,2018
2018-07-01 21:00:00,492.53,2018,455.5801041666667,,2018
2018-07-01 22:00:00,503.0,2018,455.6410565476191,,2018
2018-07-01 23:00:00,487.19,2018,455.74395833333335,,2018
2018-07-02 00:00:00,499.44,2018,455.8963095238095,,2018
2018-07-02 01:00:00,483.84,2018,456.0635416666667,,2018
2018-07-02 02:00:00,480.7,2018,456.2831696428571,,2018
2018-07-02 03:00:00,475.26,2018,456.50938988095237,,2018
2018-07-02 04:00:00,463.63,2018,456.72732142857143,,2018
2018-07-02 05:00:00,481.64,2018,456.8716964285714,,2018
2018-07-02 06:00:00,518.18,2018,456.95875000000007,,2018
2018-07-02 07:00:00,533.58,2018,457.0572470238095,,2018
2018-07-02 08:00:00,565.62,2018,457.20037202380945,,2018
2018-07-02 09:00:00,545.93,2018,457.3125,,2018
2018-07-02 10:00:00,532.11,2018,457.4034523809524,,2018
2018-07-02 11:00:00,531.8,2018,457.49715773809527,,2018
2018-07-02 12:00:00,533.47,2018,457.5936607142857,,2018
2018-07-02 13:00:00,532.95,2018,457.69367559523806,,2018
2018-07-02 14:00:00,533.37,2018,457.7959970238095,,2018
2018-07-02 15:00:00,530.02,2018,457.89531250000005,,2018
2018-07-02 16:00:00,528.34,2018,457.9965773809524,,2018
2018-07-02 17:00:00,544.36,2018,458.11020833333333,,2018
2018-07-02 18:00:00,578.39,2018,458.2660565476191,,2018
2018-07-02 19:00:00,611.9,2018,458.4729910714285,,2018
2018-07-02 20:00:00,557.45,2018,458.6044047619048,,2018
2018-07-02 21:00:00,554.52,2018,458.73513392857143,,2018
2018-07-02 22:00:00,537.35,2018,458.84215773809524,,2018
2018-07-02 23:00:00,512.43,2018,458.94574404761903,,2018
2018-07-03 00:00:00,506.89,2018,459.04886904761906,,2018
2018-07-03 01:00:00,489.87,2018,459.15184523809523,,2018
2018-07-03 02:00:00,471.9,2018,459.2520535714286,,2018
2018-07-03 03:00:00,467.62,2018,459.347261904762,,2018
2018-07-03 04:00:00,465.42,2018,459.4437797619048,,2018
2018-07-03 05:00:00,488.72,2018,459.5355803571428,,2018
2018-07-03 06:00:00,524.44,2018,459.61642857142857,,2018
2018-07-03 07:00:00,562.88,2018,459.73952380952375,,2018
2018-07-03 08:00:00,630.87,2018,459.9628720238095,,2018
2018-07-03 09:00:00,584.39,2018,460.1161458333333,,2018
2018-07-03 10:00:00,558.28,2018,460.22796130952383,,2018
2018-07-03 11:00:00,542.3,2018,460.31233630952386,,2018
2018-07-03 12:00:00,549.19,2018,460.4087946428572,,2018
2018-07-03 13:00:00,562.88,2018,460.5323363095239,,2018
2018-07-03 14:00:00,558.91,2018,460.65516369047623,,2018
2018-07-03 15:00:00,550.55,2018,460.76188988095237,,2018
2018-07-03 16:00:00,532.27,2018,460.84400297619044,,2018
2018-07-03 17:00:00,553.48,2018,460.95111607142854,,2018
2018-07-03 18:00:00,573.84,2018,461.08669642857143,,2018
2018-07-03 19:00:00,562.98,2018,461.2021577380952,,2018
2018-07-03 20:00:00,548.77,2018,461.2969196428572,,2018
2018-07-03 21:00:00,540.42,2018,461.38169642857144,,2018
2018-07-03 22:00:00,545.43,2018,461.4707291666666,,2018
2018-07-03 23:00:00,525.17,2018,461.5663988095238,,2018
2018-07-04 00:00:00,494.85,2018,461.6171130952381,,2018
2018-07-04 01:00:00,476.8,2018,461.6851785714286,,2018
2018-07-04 02:00:00,472.27,2018,461.7612797619048,,2018
2018-07-04 03:00:00,474.54,2018,461.8331398809524,,2018
2018-07-04 04:00:00,468.55,2018,461.89577380952375,,2018
2018-07-04 05:00:00,492.79,2018,461.95028273809527,,2018
2018-07-04 06:00:00,527.54,2018,462.0214583333333,,2018
2018-07-04 07:00:00,562.6,2018,462.1356547619048,,2018
2018-07-04 08:00:00,625.7,2018,462.33903273809517,,2018
2018-07-04 09:00:00,598.69,2018,462.4980952380952,,2018
2018-07-04 10:00:00,597.24,2018,462.64952380952377,,2018
2018-07-04 11:00:00,590.75,2018,462.79129464285717,,2018
2018-07-04 12:00:00,557.13,2018,462.89141369047616,,2018
2018-07-04 13:00:00,553.11,2018,462.9960714285715,,2018
2018-07-04 14:00:00,553.42,2018,463.1008779761904,,2018
